Table,OldName,NewName,Type,Required,Nullable,Auto,Default,Description
PrivilegeFixed,UPDATE_KIMB_AMT,UpdateKimbAmount,"""NUMBER(1,0)""",لا,نعم,لا,,تحديث مبلغ الكيمب
PrivilegeFixed,PRINT_DOC,PrintDoc,"""NUMBER(1,0)""",لا,نعم,لا,,طباعة المستند
PrivilegeFixed,USER_VIEW_DOC_ENTR,UserViewDocEntry,"""NUMBER(1,0)""",لا,نعم,لا,,استعراض إدخال المستند
PrivilegeFixed,SHOW_AR_REP_DAY,ShowARReportDay,"""NUMBER(5,0)""",لا,نعم,لا,,عرض تقارير العملاء اليومية
PrivilegeFixed,ALLOW_BILL_FQTY_ONLY,AllowBillFQtyOnly,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بفواتير الكمية المجانية فقط
PrivilegeFixed,ALLOW_ENTER_ZERO_COST,AllowEnterZeroCost,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإدخال تكلفة صفرية
PrivilegeFixed,PRICE_LMT_PRV,PriceLimitPrivilege,"""NUMBER(1,0)""",لا,نعم,لا,,صلاحية حد السعر
PrivilegeFixed,CHECK_CREDIT_PERIOD,CheckCreditPeriod,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من فترة الائتمان
PrivilegeFixed,FILL_OUTBILLS_ONCE,FillOutBillsOnce,"""NUMBER(1,0)""",لا,نعم,لا,,تعبئة الفواتير دفعة واحدة
PrivilegeFixed,SLCT_DOC_TYPE,SelectDocType,"""NUMBER(1,0)""",لا,نعم,لا,,اختيار نوع المستند
PrivilegeFixed,ACC_LMT_PRV,AccLimitPrivilege,"""NUMBER(1,0)""",لا,نعم,لا,,صلاحية حد الحساب
PrivilegeFixed,SHOW_STKCOST_INQTY_DISC_FQTY,ShowStockCostInQtyDisc,"""NUMBER(1,0)""",لا,نعم,لا,,إظهار تكلفة المخزون في الخصم
PrivilegeFixed,PAY_VCHR_MST_AC_PRV,PayVoucherMasterAccPrivilege,"""NUMBER(1,0)""",لا,نعم,لا,,صلاحية سند دفع رئيسي للحساب
PrivilegeFixed,RCV_VCHR_MST_AC_PRV,ReceiveVoucherMasterAccPrivilege,"""NUMBER(1,0)""",لا,نعم,لا,,صلاحية سند قبض رئيسي للحساب
PrivilegeFixed,ALLOW_MOD_FLD_NAME,AllowModifyFieldName,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتعديل اسم الحقل
PrivilegeFixed,CHECK_CST_BLK_LST,CheckCustomerBlacklist,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من القائمة السوداء للعملاء
PrivilegeFixed,MOD_ITM_DISC,ModifyItemDiscount,"""NUMBER(1,0)""",لا,نعم,لا,,تعديل خصم الصنف
PrivilegeFixed,MAX_DISC_ITM_PER,MaxDiscountItemPercent,NUMBER,لا,نعم,لا,,أعلى نسبة خصم للصنف
PrivilegeFixed,UPD_DOC_HRS_PRD,UpdateDocHoursPeriod,NUMBER,لا,نعم,لا,,فترة تحديث المستند بالساعات
PrivilegeFixed,UPD_DOC_DAY_PRD,UpdateDocDayPeriod,"""NUMBER(3,0)""",لا,نعم,لا,,فترة تحديث المستند بالأيام
PrivilegeFixed,DEL_DOC_HRS_PRD,DeleteDocHoursPeriod,NUMBER,لا,نعم,لا,,فترة حذف المستند بالساعات
PrivilegeFixed,DEL_DOC_DAY_PRD,DeleteDocDayPeriod,"""NUMBER(3,0)""",لا,نعم,لا,,فترة حذف المستند بالأيام
PrivilegeFixed,ALLOW_IMP_XLS,AllowImportXLS,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بالاستيراد من إكسل
PrivilegeFixed,ALLOW_CALL_REP_BTN,AllowCallReportButton,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بزر استدعاء التقرير
PrivilegeFixed,AR_UPDATE_ITM_NOT_ALLOW_DISC,UpdateItemNotAllowDiscount,"""NUMBER(1,0)""",لا,نعم,لا,,تحديث عدم السماح بالخصم على الصنف
PrivilegeFixed,INV_ADD_DIS_LMT,InvoiceAdditionalDiscountLimit,NUMBER,لا,نعم,لا,,حد الخصم الإضافي على الفاتورة
PrivilegeFixed,CHK_PRIV_ACS_REP,CheckPrivilegeAccountsReport,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية تقارير الحسابات
PrivilegeFixed,CHK_PRIV_CCS_REP,CheckPrivilegeCostCentersReport,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية تقارير مراكز التكلفة
PrivilegeFixed,CHK_PRIV_PJS_REP,CheckPrivilegeProjectsReport,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية تقارير المشاريع
PrivilegeFixed,CHK_PRIV_BRN_REP,CheckPrivilegeBranchReport,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية تقارير الفروع
PrivilegeFixed,CHECK_RET_PER,CheckReturnPercent,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من نسبة المرتجع
PrivilegeFixed,UPD_SI_PAY_TYPE,UpdateSIPayType,"""NUMBER(1,0)""",لا,نعم,لا,,تحديث نوع الدفع في فاتورة البيع
PrivilegeFixed,CHANGE_PRICE_PI,ChangePricePI,"""NUMBER(1,0)""",لا,نعم,لا,,تغيير سعر أمر الشراء
PrivilegeFixed,ADD_DISC_IN_CR_PRD_ONLY,AddDiscountInCreditPeriodOnly,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بالخصم في فترة الائتمان فقط
PrivilegeFixed,CHK_PRIV_ACS_ASTMNT,CheckPrivilegeAccountsStatement,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية كشف الحساب
PrivilegeFixed,CHK_PRIV_CCS_ASTMNT,CheckPrivilegeCostCentersStatement,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية كشف مراكز التكلفة
PrivilegeFixed,CHK_PRIV_PJS_ASTMNT,CheckPrivilegeProjectsStatement,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية كشف المشاريع
PrivilegeFixed,ALLOW_PRNTDOC_BFR_AUDIT_REF,AllowPrintDocBeforeAudit,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بالطباعة قبل المراجعة
PrivilegeFixed,ALLOW_CANCEL_AUDIT_REF,AllowCancelAuditRef,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإلغاء مراجعة الحساب
PrivilegeFixed,USE_INSTALL_JV,UseInstallJV,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام قيد اليومية التقسيطي
PrivilegeFixed,USE_INSTALL_RCPT,UseInstallReceipt,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام سند قبض تقسيطي
PrivilegeFixed,USE_INSTALL_PYMNT,UseInstallPayment,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام سند دفع تقسيطي
PrivilegeFixed,ALLOW_UPDATE_AUTO_DATE,AllowUpdateAutoDate,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث التاريخ تلقائيا
PrivilegeFixed,ALLOW_UPDATE_ORDR_PRICE_INBILL,AllowUpdateOrderPriceInBill,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث سعر الطلب في الفاتورة
PrivilegeFixed,SHOW_AVL_QTY_IN_REQ,ShowAvailableQtyInReq,"""NUMBER(1,0)""",لا,نعم,لا,,عرض الكمية المتاحة في الطلب
PrivilegeFixed,SHOW_AVL_QTY_IN_TR,ShowAvailableQtyInTransfer,"""NUMBER(1,0)""",لا,نعم,لا,,عرض الكمية المتاحة في النقل
PrivilegeFixed,ALLOW_SHOW_JRNL,AllowShowJournal,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بعرض اليومية
PrivilegeFixed,INV_DIS_LMT_ITM,InvoiceDiscountLimitItem,NUMBER,لا,نعم,لا,,حد الخصم على الصنف
PrivilegeFixed,USE_RET_WHTRNS,UseReturnWithTransfer,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام مرتجع مع تحويل
PrivilegeFixed,CHK_PRIV_ACTV_ASTMNT,CheckPrivilegeActivityStatement,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية كشف النشاط
PrivilegeFixed,CHK_PRIV_ACTV_REP,CheckPrivilegeActivityReport,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من صلاحية تقارير النشاط
PrivilegeFixed,EXCD_AMT_CNTRCT_IN_BILL,ExceedAmountContractInBill,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتجاوز مبلغ العقد في الفاتورة
PrivilegeFixed,AR_SHOW_STK_CST_REP,ShowStockCostARReport,"""NUMBER(1,0)""",لا,نعم,لا,,عرض تكلفة المخزون في تقرير العملاء
PrivilegeFixed,ALLOW_DEL_ITM_FROM_POS_BILL,AllowDeleteItemFromPOSBill,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بحذف الصنف من فاتورة نقاط البيع
PrivilegeFixed,AR_ALLOW_SALES_DUE_DR,AllowSalesDueDebit,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بمبيعات دائنة للمدين
PrivilegeFixed,AR_ALLOW_SALES_PRV_DR,AllowSalesPrevDebit,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بمبيعات سابقة للمدين
PrivilegeFixed,AR_CHK_PRD_AFTR_DUE,CheckProductAfterDue,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من المنتج بعد الاستحقاق
PrivilegeFixed,USE_BALANCED_ACY_JV,UseBalancedACYJV,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام اليومية المتوازنة
PrivilegeFixed,ALLOW_COPY_PRICE_LVL,AllowCopyPriceLevel,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بنسخ مستوى السعر
PrivilegeFixed,ALLOW_CHANGE_POS_QTY,AllowChangePOSQty,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتغيير الكمية في نقاط البيع
PrivilegeFixed,AP_ALLOW_UPDAE_FILL_QTY,AllowUpdateFillQtyPO,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث كمية أمر الشراء
PrivilegeFixed,PLIMIT_PER,PriceLimitPercent,NUMBER,لا,نعم,لا,,نسبة حد السعر
PrivilegeFixed,CRLIMIT_PER,CreditLimitPercent,NUMBER,لا,نعم,لا,,نسبة حد الائتمان
PrivilegeFixed,ALLOW_HUNG_BILLS,AllowHungBills,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بالفواتير المعلقة
PrivilegeFixed,USE_UNDO_CTRLU,UseUndoCtrlU,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام أمر التراجع Ctrl+U
PrivilegeFixed,RTN_BILL_NO,ReturnBillNo,"""NUMBER(1,0)""",لا,نعم,لا,,رقم فاتورة المرتجع
PrivilegeFixed,PRINT_PREV_BILL,PrintPrevBill,"""NUMBER(1,0)""",لا,نعم,لا,,طباعة الفاتورة السابقة
PrivilegeFixed,CHK_PRIV_BRN_ASTMNT,CheckPrivilegeBranchStatement,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من كشف الفروع
PrivilegeFixed,PAYMNT_FOR_VNDR_ZERO_CR,PaymentForVendorZeroCredit,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بدفع للمورد برصيد صفر
PrivilegeFixed,NOT_ALLW_MOD_DTL_DOC_AFTR_SAVE,NotAllowModifyDetailDocAfterSave,"""NUMBER(1,0)""",لا,نعم,لا,,عدم السماح بتعديل تفاصيل المستند بعد الحفظ
PrivilegeFixed,FILL_STKCOST_INTO_PRICE_SI,FillStockCostIntoPriceSI,"""NUMBER(1,0)""",لا,نعم,لا,,تعبئة تكلفة المخزون في سعر البيع
PrivilegeFixed,ALLOW_UPD_DISC_RTBILL,AllowUpdateDiscountReturnBill,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث خصم فاتورة المرتجع
PrivilegeFixed,SHOW_GL_CASH_REP_DAY,ShowGLCashReportDay,"""NUMBER(5,0)""",لا,نعم,لا,,عرض تقرير النقدية العام يوميا
PrivilegeFixed,SHW_AMT_QTY_STATC_AR_REP,ShowAmountQtyStaticARReport,"""NUMBER(1,0)""",لا,نعم,لا,,عرض الكمية والثمن الثابت في تقرير العملاء
PrivilegeFixed,ALLOW_UPD_QTY_WT,AllowUpdateQtyWeight,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث كمية الوزن
PrivilegeFixed,AR_ENTR_PRICE_MANUAL_SR,EnterPriceManualSR,"""NUMBER(1,0)""",لا,نعم,لا,,إدخال السعر يدويا في المرتجع
PrivilegeFixed,AR_ALLOW_DISC_ITM_QUT_PRM_SI,AllowDiscountItemQutPrmSI,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بخصم الصنف في العروض الترويجية
PrivilegeFixed,ALLOW_FILL_SERIALNO,AllowFillSerialNo,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتعبئة الرقم التسلسلي
PrivilegeFixed,BGT_LMT_PRV,BudgetLimitPrivilege,"""NUMBER(1,0)""",لا,نعم,لا,,صلاحية حد الميزانية
PrivilegeFixed,ALLOW_UNAPPROVED,AllowUnapproved,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بحالة غير معتمد
PrivilegeFixed,USE_HIDE_PRICE_ITM_BARCODE,UseHidePriceItemBarcode,"""NUMBER(1,0)""",لا,نعم,لا,,إخفاء سعر الصنف في الباركود
PrivilegeFixed,AR_MAX_INSTLMNT,ARMaxInstallment,"""NUMBER(2,0)""",لا,نعم,لا,,الحد الأعلى للأقساط في العملاء
PrivilegeFixed,ALLOW_MOD_PRCNT_PRICE_FROM_CST,AllowModifyPercentPriceFromCost,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتعديل نسبة السعر من التكلفة
PrivilegeFixed,AR_MAX_ADD_FREE_QTY_ITM_PER,ARMaxAddFreeQtyItemPercent,NUMBER,لا,نعم,لا,,الحد الأعلى للكمية المجانية للصنف
PrivilegeFixed,AR_AUTO_PRNT_SI_AFTR_SAVE,ARAutoPrintSIAfterSave,"""NUMBER(1,0)""",لا,نعم,لا,,طباعة فاتورة البيع تلقائياً بعد الحفظ
PrivilegeFixed,AR_AUTO_PRNT_SR_AFTR_SAVE,ARAutoPrintSRAfterSave,"""NUMBER(1,0)""",لا,نعم,لا,,طباعة فاتورة المرتجع تلقائياً بعد الحفظ
PrivilegeFixed,USR_SHW_MSG_B4SAVE,UserShowMsgBeforeSave,"""NUMBER(1,0)""",لا,نعم,لا,,إظهار رسالة للمستخدم قبل الحفظ
PrivilegeFixed,USE_WO_IN_SI,UseWOinSI,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام أمر عمل في فاتورة بيع
PrivilegeFixed,ALLW_UPD_STANDBY_SI_ONLY,AllowUpdateStandbySIOnly,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بالتعديل فقط في الفواتير قيد الانتظار
PrivilegeFixed,DSPLY_PRV_AC_STMNT,DisplayPrivilegeAccountStatement,"""NUMBER(1,0)""",لا,نعم,لا,,عرض صلاحية كشف الحساب
PrivilegeFixed,ALLW_UPD_CST_SEQ,AllowUpdateCustomerSequence,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث تسلسل العملاء
PrivilegeFixed,MOD_MBL_VCHR_RCV_DOC,ModifyMobileVoucherRcvDoc,"""NUMBER(1,0)""",لا,نعم,لا,,تعديل سند قبض الجوال
PrivilegeFixed,ALLOW_UPD_VAT_PER,AllowUpdateVATPercent,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث نسبة الضريبة
PrivilegeFixed,USE_TRL_LOAD_IN_SI,UseTrailerLoadInSI,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام تحميل المقطورة في فاتورة البيع
PrivilegeFixed,ALLOW_EXCD_VNDR_PRICE,AllowExceedVendorPrice,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتجاوز سعر المورد
PrivilegeFixed,USE_FREE_RMS_INVC,UseFreeRMSInvoice,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بالفواتير المجانية في RMS
PrivilegeFixed,ALLW_CHNG_DLVRY_SRVC_AMT,AllowChangeDeliveryServiceAmount,NUMBER,لا,نعم,لا,,السماح بتغيير مبلغ خدمة التوصيل
PrivilegeFixed,UPD_MAX_LMT_PSBL,UpdateMaxLimitPossible,"""NUMBER(1,0)""",لا,نعم,لا,,تحديث الحد الأعلى الممكن
PrivilegeFixed,ALLW_CHNG_RNT_PRICE,AllowChangeRentPrice,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتغيير سعر التأجير
PrivilegeFixed,ALLOW_UNPST_RNT,AllowUnpostRent,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإلغاء ترحيل التأجير
PrivilegeFixed,ALLOW_PST_RNT_PRD,AllowPostRentPeriod,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بترحيل فترة التأجير
PrivilegeFixed,ALLOW_UPD_DSCHRG_DATE,AllowUpdateDischargeDate,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث تاريخ الخروج
PrivilegeFixed,ALLOW_UPD_TRNSFR_DATE,AllowUpdateTransferDate,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث تاريخ التحويل
PrivilegeFixed,ALLOW_OUT_PTNT_NO_ZERO_BLNC,AllowOutPatientNoZeroBalance,"""NUMBER(1,0)""",لا,نعم,لا,,السماح لمريض خارجي برصيد صفر
PrivilegeFixed,ALLOW_CNCL_DSCHRG_PTNT,AllowCancelDischargePatient,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإلغاء خروج المريض
PrivilegeFixed,ALLOW_OUT_PTNT_NO_ORDR_EXC,AllowOutPatientNoOrderExcept,"""NUMBER(1,0)""",لا,نعم,لا,,السماح لمريض خارجي بدون أمر استثناء
PrivilegeFixed,ALLOW_PRNT_RSLT_UNVRFD,AllowPrintResultUnverified,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بطباعة النتائج غير المعتمدة
PrivilegeFixed,ALLOW_UPD_PYMNT_IN_ADMT,AllowUpdatePaymentInAdmission,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث الدفع في القبول
PrivilegeFixed,NOT_SHW_KIT_ITM_CNTNT,NotShowKitItemContent,"""NUMBER(1,0)""",لا,نعم,لا,,عدم إظهار محتوى مجموعة الأصناف
PrivilegeFixed,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
PrivilegeFixed,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
PrivilegeFixed,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
PrivilegeFixed,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
PrivilegeFixed,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
PrivilegeFixed,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
PrivilegeFixed,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
PrivilegeFixed,USE_STAFF_FEEDING_RMS_INVC,UseStaffFeedingRMSInvoice,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام فواتير إطعام الموظفين في RMS
PrivilegeFixed,USE_DAMGE_RMS_INVC,UseDamageRMSInvoice,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام فواتير تلف RMS
PrivilegeFixed,USE_HSPTLTY_RMS_INVC,UseHospitalityRMSInvoice,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام فواتير ضيافة RMS
PrivilegeFixed,ALLOW_DEL_HUNG_BILLS,AllowDeleteHungBills,NUMBER,لا,نعم,لا,,السماح بحذف الفواتير المعلقة
PrivilegeFixed,NOT_ALLOW_UP_C_CODE_PTNT_BILLS,NotAllowUpdateCustomerCodePatientBills,"""NUMBER(1,0)""",لا,نعم,لا,,عدم السماح بتحديث كود العميل لفواتير المرضى
PrivilegeFixed,ALLW_APRVD_POS_RTBILL,AllowApprovedPosReturnBill,NUMBER,لا,نعم,لا,,السماح بمرتجع نقاط البيع المعتمد
PrivilegeFixed,ALLW_PRNT_LAST_BILL,AllowPrintLastBill,NUMBER,لا,نعم,لا,,السماح بطباعة آخر فاتورة
PrivilegeFixed,ALLW_CHNG_PI_PRC_CNCT_INCM,AllowChangePIPRCConnectIncome,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتغيير سعر أمر الشراء المرتبط بالدخل
PrivilegeFixed,ALLOW_OUT_BILL_CST_LRGR_BLNC,AllowOutBillCustomerLargerBalance,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بفواتير العملاء برصيد أكبر
PrivilegeFixed,ALLOW_UPD_BED_PRICE,AllowUpdateBedPrice,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث سعر السرير
PrivilegeFixed,SHOW_DCTR_PRCNT_IN_BILL,ShowDoctorPercentInBill,"""NUMBER(1,0)""",لا,نعم,لا,,عرض نسبة الطبيب في الفاتورة
PrivilegeFixed,ALLW_ENTR_WGHT_MNUL_SO,AllowEnterWeightManualSO,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإدخال الوزن يدويا في أمر البيع
PrivilegeFixed,ALLW_UPD_STK_EX_RATE_IN_TRNS,AllowUpdateStockExchangeRateTransfer,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتحديث سعر صرف المخزون في التحويل
PrivilegeFixed,ALLW_EXCD_MAX_PRD_RTRN_INSRNC,AllowExceedMaxProductReturnInsurance,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتجاوز حد مرتجع التأمين
PrivilegeFixed,ALLW_PRNT_LST_RMS_INVC,AllowPrintLastRMSInvoice,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بطباعة آخر فاتورة RMS
PrivilegeFixed,UPD_PI_PAY_TYPE,UpdatePIPayType,"""NUMBER(1,0)""",لا,نعم,لا,,تحديث نوع الدفع في أمر الشراء
PrivilegeFixed,SHOW_PRICE_IN_OUTBILL,ShowPriceInOutBill,"""NUMBER(1,0)""",لا,نعم,لا,,عرض السعر في فاتورة الصادر
PrivilegeFixed,ALLOW_DEL_ITM_FROM_RMS_BILL,AllowDeleteItemFromRMSBill,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بحذف صنف من فاتورة RMS
PrivilegeFixed,SHOW_AVL_QTY_IN_MAN_INV,ShowAvailableQtyInManualInventory,"""NUMBER(1,0)""",لا,نعم,لا,,عرض الكمية المتاحة في الجرد اليدوي
PrivilegeFixed,ALLOW_DRG_ORDR_WITHOUT_QTY_CHK,AllowDrugOrderWithoutQtyCheck,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بأمر دواء بدون تحقق من الكمية
PrivilegeFixed,CHK_BLNC_PTNT_ADMT_CSH_IN_BILL,CheckBalancePatientAdmissionCashInBill,"""NUMBER(1,0)""",لا,نعم,لا,,التحقق من رصيد القبول النقدي في الفاتورة
PrivilegeFixed,ALLW_RTRN_BILL_OTHR_CSHR,AllowReturnBillOtherCashier,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بمرتجع من كاشير آخر
PrivilegeFixed,REM_ALLW_UPDT_VCHR_DSC,RemoveAllowUpdateVoucherDesc,"""NUMBER(1,0)""",لا,نعم,لا,,إزالة السماح بتحديث وصف السند
PrivilegeFixed,OPN_SYS_MORE_ONCE,OpenSystemMoreOnce,NUMBER,لا,نعم,لا,,فتح النظام أكثر من مرة
PrivilegeFixed,GLS_SHW_BLNC_IN_TRNS,GLSShowBalanceInTrans,"""NUMBER(1,0)""",لا,نعم,لا,,عرض الرصيد في التحويلات
PrivilegeFixed,ALLW_MOD_DOC_AFTR_PRNT,AllowModifyDocAfterPrint,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتعديل المستند بعد الطباعة
PrivilegeFixed,ALLW_DEL_DOC_AFTR_PRNT,AllowDeleteDocAfterPrint,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بحذف المستند بعد الطباعة
PrivilegeFixed,USE_RSRV_SLS_QTY_NO_OUT_IN_INV,UseReserveSalesQtyNoOutInInvoice,"""NUMBER(1,0)""",لا,نعم,لا,,استخدام حجز كمية البيع بدون إخراج في الفاتورة
PrivilegeFixed,MRP_MPS_ISU_EXTRNL_WO,MRP_MPS_IssueExternalWO,"""NUMBER(1,0)""",لا,نعم,لا,,إصدار أمر عمل خارجي في تخطيط الاحتياجات
PrivilegeFixed,MRP_CRT_MULTI_RCV_TRNS,MRP_CreateMultiReceiveTransfer,"""NUMBER(1,0)""",لا,نعم,لا,,إنشاء تحويل استلام متعدد في MRP
PrivilegeFixed,MRP_SFC_ISU_EXTRNL_TRN,MRP_SFC_IssueExternalTransfer,"""NUMBER(1,0)""",لا,نعم,لا,,إصدار تحويل خارجي في SFC
PrivilegeFixed,MRP_MPS_PR_WO_APPROVE,MRP_MPS_ApproveWO,"""NUMBER(1,0)""",لا,نعم,لا,,اعتماد أمر العمل في MPS
PrivilegeFixed,MRP_SFC_PR_MRQ_APPROVE,MRP_SFC_ApproveMRQ,"""NUMBER(1,0)""",لا,نعم,لا,,اعتماد MRQ في SFC
PrivilegeFixed,MRP_SFC_PR_MRC_APPROVE,MRP_SFC_ApproveMRC,"""NUMBER(1,0)""",لا,نعم,لا,,اعتماد MRC في SFC
PrivilegeFixed,MRP_SFC_PR_SFC_APPROVE,MRP_SFC_ApproveSFC,"""NUMBER(1,0)""",لا,نعم,لا,,اعتماد SFC في SFC
PrivilegeFixed,MRP_SFC_PR_MDV_APPROVE,MRP_SFC_ApproveMDV,"""NUMBER(1,0)""",لا,نعم,لا,,اعتماد MDV في SFC
PrivilegeFixed,MRP_SFC_PR_MRT_APPROVE,MRP_SFC_ApproveMRT,"""NUMBER(1,0)""",لا,نعم,لا,,اعتماد MRT في SFC
PrivilegeFixed,RMS_LMT_TM_CNCL_ORDR,RMSLimitTimeCancelOrder,"""NUMBER(5,0)""",لا,نعم,لا,,حد زمني لإلغاء الطلب في RMS
PrivilegeFixed,RMS_ALLW_MINUS_CHF_QTY,RMSAllowMinusChefQty,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بكمية شيف سالبة في RMS
PrivilegeFixed,RMS_ALLW_CNCL_UNDR_PRCSS_QTY,RMSAllowCancelUnderProcessQty,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإلغاء الكمية قيد التنفيذ في RMS
PrivilegeFixed,ALLW_UPDT_PO_TO_BILL_TYP,AllowUpdatePOToBillType,NUMBER,لا,نعم,لا,,السماح بتحديث نوع أمر الشراء للفاتورة
PrivilegeFixed,ALLW_UPDT_QUOT_TO_PO_TYP,AllowUpdateQuoteToPOType,NUMBER,لا,نعم,لا,,السماح بتحديث نوع عرض السعر لأمر الشراء
PrivilegeFixed,PUR_BY_PUR_UNIT_ONLY,PurchaseByPurchaseUnitOnly,NUMBER,لا,نعم,لا,,الشراء بوحدة الشراء فقط
PrivilegeFixed,SHW_ITM_DISC_AVG_AP_SI,ShowItemDiscountAvgAPSI,"""NUMBER(1,0)""",لا,نعم,لا,,عرض متوسط خصم الصنف في المشتريات
PrivilegeFixed,ALLW_SAL_NEW_EXPDATE,AllowSaleNewExpDate,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بتاريخ انتهاء جديد للمبيعات
PrivilegeFixed,ALLW_ENTR_FREE_QTY_SO,AllowEnterFreeQtySO,"""NUMBER(1,0)""",لا,نعم,لا,,السماح بإدخال كمية مجانية في أمر البيع
